image_id,Narrow_Eyes,Eyeglasses,High_Cheekbones,Rosy_Cheeks,Pointy_Nose,Big_Nose,Big_Lips,Pale_Skin,Oval_Face,Arched_Eyebrows,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
000392.jpg,0,1,0,0,0,0,1,1,0,0,70,111,107,110,91,136,71,152,105,153
000397.jpg,0,0,1,0,0,0,0,0,0,0,69,112,108,111,93,139,71,152,104,152
000408.jpg,0,0,0,0,1,1,0,0,0,0,70,112,108,111,92,141,72,152,104,152
000418.jpg,0,0,0,0,0,1,0,0,0,1,69,113,109,110,79,130,70,151,104,152
000420.jpg,0,0,1,1,0,1,1,0,0,1,67,112,110,112,89,130,68,151,109,149
000421.jpg,0,0,1,0,1,0,0,0,1,0,70,111,107,111,96,136,74,153,104,153
000424.jpg,0,0,1,1,0,0,0,0,0,0,70,112,108,110,91,136,69,152,106,153
000425.jpg,0,0,1,0,0,1,0,0,1,0,69,111,108,111,90,135,69,152,108,153
000426.jpg,0,0,0,0,0,0,1,0,0,0,69,111,107,112,81,139,72,152,106,152
000427.jpg,0,0,0,0,1,0,0,0,0,0,72,111,106,110,87,132,76,154,100,154
000430.jpg,0,0,1,0,0,0,0,0,0,0,69,111,108,112,88,141,71,152,106,152
000431.jpg,0,0,1,0,1,1,0,0,0,1,68,111,108,112,85,139,71,151,107,152
000432.jpg,0,0,0,0,0,0,0,1,0,1,69,111,108,111,88,129,72,153,105,151
000433.jpg,0,0,1,0,0,0,0,0,1,0,67,111,109,113,81,140,69,152,109,149
000434.jpg,0,0,0,0,0,1,0,0,0,0,69,111,108,111,91,137,72,152,105,151
000435.jpg,1,0,1,0,0,0,0,0,1,0,68,113,110,111,88,137,65,150,111,151
000440.jpg,1,0,1,0,0,1,0,0,0,0,68,112,109,112,89,139,68,151,109,151
000441.jpg,1,0,0,0,0,0,1,0,0,1,68,111,108,112,92,129,72,151,106,152
000442.jpg,0,0,0,0,0,0,0,1,0,0,68,111,109,113,90,137,73,152,106,150
000450.jpg,0,0,1,0,0,0,0,0,0,0,70,110,106,111,93,130,71,153,106,153
000456.jpg,0,0,1,0,0,1,0,0,1,0,68,111,108,112,90,135,69,152,109,151
000457.jpg,0,0,0,0,1,0,1,0,0,1,69,111,108,111,86,134,71,150,106,153
000468.jpg,0,0,0,0,0,0,1,0,0,0,69,110,107,112,80,139,76,152,103,152
000480.jpg,0,0,0,0,0,0,0,0,0,1,70,111,107,111,87,134,75,153,101,153
000482.jpg,0,1,0,0,0,1,1,0,0,0,71,111,106,110,85,132,74,154,102,153
000485.jpg,0,0,0,0,0,0,0,0,1,1,70,112,108,110,101,139,69,153,106,151
000491.jpg,0,0,0,0,1,0,0,0,0,0,70,109,105,112,102,130,78,153,102,154
000494.jpg,0,0,0,1,0,1,1,0,1,1,70,111,107,111,90,135,71,152,106,152
000495.jpg,0,0,1,1,1,0,0,0,1,1,68,112,109,112,90,142,67,150,109,152
000496.jpg,0,0,1,0,0,0,0,0,0,0,67,112,109,112,87,140,67,150,111,151
000508.jpg,0,0,1,0,1,1,0,1,0,0,67,112,110,112,90,141,65,150,112,150
000509.jpg,1,0,0,0,0,0,0,0,0,0,68,111,108,112,76,144,66,149,112,154
000518.jpg,0,0,1,0,0,1,1,0,0,0,69,112,109,111,98,142,68,152,108,151
000521.jpg,0,0,1,0,0,0,0,0,0,0,70,111,107,111,77,132,72,153,105,153
000522.jpg,0,0,1,0,0,1,1,0,0,0,69,113,109,111,97,135,65,152,110,150
000523.jpg,0,0,1,0,1,0,0,0,1,0,68,112,109,112,86,140,67,151,110,150
000527.jpg,0,0,0,0,0,0,1,0,0,1,70,111,107,111,89,133,72,153,104,152
000533.jpg,0,0,0,0,0,0,0,0,1,0,70,110,107,112,97,127,73,151,105,154
000537.jpg,0,0,1,0,0,1,1,0,1,0,70,112,107,110,89,130,71,153,105,153
000542.jpg,0,0,0,0,0,1,0,0,0,0,70,110,106,111,97,134,74,153,103,153
000544.jpg,0,0,0,0,0,0,1,0,0,1,69,111,108,111,84,135,71,152,107,152
000553.jpg,0,0,1,0,1,0,0,0,1,0,68,113,110,111,91,138,69,150,106,150
000556.jpg,1,0,1,0,1,0,1,0,1,1,67,112,110,112,86,138,66,150,111,151
000568.jpg,0,0,1,0,0,1,1,0,1,0,67,113,111,112,84,135,64,149,112,150
000578.jpg,0,0,0,0,0,0,0,0,1,0,69,112,108,111,84,135,72,152,104,152
000580.jpg,0,0,0,0,1,0,0,0,0,0,70,112,108,110,95,138,73,153,101,152
000581.jpg,0,1,0,0,0,0,0,0,0,0,69,110,107,112,91,128,72,153,107,152
000582.jpg,1,0,1,0,1,0,0,0,1,0,70,112,108,111,97,134,68,152,108,152
000585.jpg,0,0,0,0,0,1,1,0,0,0,69,112,109,111,91,139,71,151,105,152
000591.jpg,0,0,0,0,1,0,0,0,0,0,71,111,107,110,90,135,74,153,102,153
000595.jpg,1,0,1,0,0,0,1,0,0,1,69,112,108,111,90,132,68,152,109,152
000596.jpg,0,0,0,0,0,1,0,0,1,0,71,111,107,110,89,136,74,152,103,154
000609.jpg,1,0,0,0,0,0,0,0,0,1,70,111,107,111,90,127,73,152,104,153
000625.jpg,0,0,0,0,1,1,0,0,0,0,68,112,109,112,84,137,68,150,109,152
000626.jpg,0,0,0,0,1,0,0,0,0,0,71,109,105,111,76,138,78,154,100,154
000630.jpg,0,0,1,0,0,0,0,0,0,0,70,111,108,111,81,137,72,152,105,153
000631.jpg,0,0,1,0,0,0,0,0,1,1,67,112,110,112,85,137,66,151,110,150
000632.jpg,0,0,1,0,0,0,1,0,0,1,68,112,109,112,90,137,71,151,106,150
000642.jpg,0,0,1,0,1,0,0,0,0,1,67,112,110,112,89,140,69,150,108,151
000645.jpg,0,0,1,0,0,0,0,0,0,1,67,111,109,113,81,134,69,150,109,151
000651.jpg,0,0,0,0,0,1,1,0,0,0,71,112,107,109,94,135,74,154,100,153
000652.jpg,0,0,0,0,0,0,1,0,0,0,69,110,107,112,85,135,75,152,104,153
000656.jpg,0,0,0,0,1,0,0,0,0,1,68,112,109,112,88,133,72,151,105,151
000668.jpg,1,0,1,1,1,0,1,0,1,1,68,112,109,111,88,140,70,151,106,151
000678.jpg,1,0,1,0,0,0,0,0,0,1,68,111,109,112,77,137,70,150,108,152
000679.jpg,1,0,0,0,0,0,0,0,0,1,67,112,110,112,88,121,73,151,104,150
000685.jpg,0,0,0,0,1,0,1,0,0,0,69,110,107,112,82,140,71,153,107,152
000687.jpg,0,1,0,0,1,1,0,0,0,0,68,111,108,112,91,129,74,151,104,152
000692.jpg,0,0,0,0,1,0,1,0,0,1,70,112,108,110,90,137,73,152,102,153
000693.jpg,0,0,0,1,1,0,0,0,1,0,71,111,106,110,83,138,72,153,105,154
000696.jpg,0,0,0,0,0,0,0,0,1,1,68,112,109,111,90,135,68,151,108,151
000719.jpg,0,0,1,0,0,0,0,0,0,0,67,112,110,112,87,141,67,151,110,149
000730.jpg,0,0,0,0,1,0,0,0,1,0,70,110,107,111,92,136,74,153,104,153
000737.jpg,0,0,1,1,0,0,0,0,1,1,67,111,109,113,88,136,70,150,108,151
000740.jpg,0,0,1,0,1,0,0,0,0,0,68,112,109,112,89,137,66,151,110,150
000742.jpg,0,0,0,0,1,0,0,0,1,0,70,111,107,111,88,133,74,153,103,152
000744.jpg,0,0,1,0,0,0,0,0,0,0,68,112,109,111,84,142,67,151,110,151
000747.jpg,0,0,0,0,1,0,0,0,0,0,73,110,105,109,82,134,76,155,100,155
000751.jpg,0,0,0,0,0,0,0,0,0,1,71,111,106,111,80,132,74,154,103,153
000754.jpg,0,0,1,0,0,0,0,0,0,0,67,111,109,113,81,143,70,150,108,151
000768.jpg,0,0,0,0,1,0,0,0,1,0,69,111,107,112,85,142,72,150,106,154
000783.jpg,0,0,0,0,0,0,0,0,1,0,70,111,107,111,89,136,72,152,105,153
000785.jpg,0,0,1,0,0,1,1,0,0,0,71,111,107,110,73,130,70,154,107,152
000786.jpg,0,0,1,1,0,0,1,0,1,0,69,112,109,111,92,134,73,151,103,152
000790.jpg,0,0,1,0,0,1,0,0,0,0,68,112,109,112,80,137,66,152,111,151
000791.jpg,1,0,1,0,0,1,1,0,0,0,70,110,106,111,77,134,69,153,109,154
000792.jpg,0,0,1,0,0,0,1,1,0,0,70,110,107,111,98,134,73,153,105,153
000793.jpg,0,0,0,0,0,0,0,0,0,1,71,112,107,110,83,131,74,153,101,154
000794.jpg,0,0,1,0,0,1,0,0,0,1,68,111,109,113,84,134,69,149,110,153
000797.jpg,0,0,0,0,0,1,0,0,0,0,69,112,108,111,88,135,71,151,106,152
000800.jpg,0,0,1,1,0,1,1,0,0,1,69,112,108,111,88,140,70,151,107,152
000801.jpg,0,0,0,0,0,1,1,0,0,0,69,111,107,112,90,131,71,152,106,152
000803.jpg,0,0,1,0,0,0,0,0,0,0,69,111,107,111,92,138,73,152,104,152
000812.jpg,0,0,0,0,0,0,1,0,0,0,69,111,108,112,86,139,74,151,104,152
000814.jpg,0,0,1,0,0,1,0,0,0,0,67,111,110,113,85,144,68,150,111,150
000828.jpg,0,0,1,0,0,0,0,0,1,0,70,111,107,111,98,133,72,153,105,153
000829.jpg,1,0,0,0,0,1,0,0,0,0,69,111,108,112,77,138,73,150,105,153
000839.jpg,0,0,1,0,1,0,1,0,0,0,69,111,108,111,90,131,70,153,107,152
000861.jpg,0,0,0,0,0,1,0,0,0,0,71,111,107,110,94,138,72,154,104,152
000862.jpg,0,0,0,0,0,0,1,0,0,0,70,111,107,110,82,133,74,153,102,153
000871.jpg,0,0,0,0,0,0,0,1,0,0,70,111,107,111,87,129,75,152,102,152
000872.jpg,0,0,1,0,0,0,0,0,0,1,67,112,110,112,89,135,67,150,110,151
000875.jpg,0,0,0,0,1,0,0,0,0,0,69,112,108,111,87,142,67,151,109,152
000876.jpg,0,0,1,1,1,0,1,0,1,1,68,112,109,112,91,139,69,151,108,151
000889.jpg,0,0,1,0,0,0,0,0,0,0,71,111,107,110,78,134,74,153,102,153
000902.jpg,0,1,0,0,0,1,0,0,1,0,69,111,108,112,87,135,71,152,106,151
000903.jpg,1,0,0,0,0,1,0,0,0,0,70,111,106,111,81,134,73,153,105,153
000904.jpg,0,1,0,0,0,1,0,0,0,0,71,112,107,110,83,124,72,154,103,151
000907.jpg,0,1,1,0,0,1,0,0,1,0,69,111,107,112,89,133,71,152,106,152
000910.jpg,0,0,1,0,0,0,1,0,0,0,67,112,110,112,89,142,68,150,109,150
000916.jpg,0,0,1,0,0,0,0,0,1,0,71,112,107,109,75,130,70,153,105,153
000960.jpg,1,0,1,0,0,1,0,0,0,0,68,111,109,112,91,140,67,152,110,151
000961.jpg,0,0,1,0,1,0,0,0,1,1,67,111,109,113,83,141,65,149,113,152
000962.jpg,0,0,0,0,1,1,0,0,0,0,71,111,107,110,85,135,73,153,103,154
000963.jpg,0,0,1,0,0,0,0,0,0,0,69,113,109,110,94,143,65,153,110,150
000965.jpg,0,0,0,0,0,0,0,0,1,0,70,111,107,110,85,130,73,152,103,153
000967.jpg,0,0,1,0,0,1,0,0,0,1,68,111,109,112,84,136,71,151,107,151
000971.jpg,0,0,1,0,0,1,0,0,0,0,68,112,109,112,92,141,69,151,108,151
000973.jpg,0,0,1,0,0,0,0,0,1,0,68,112,109,112,82,137,68,152,108,150
000975.jpg,0,0,0,0,1,0,0,0,0,0,71,111,107,110,88,132,73,153,104,153
000989.jpg,0,0,0,0,1,0,0,1,1,1,69,111,108,111,88,137,72,152,105,152
000998.jpg,0,0,0,0,1,0,0,0,1,1,70,111,107,111,87,131,75,153,102,152
001004.jpg,0,0,1,0,0,0,0,0,1,1,68,112,109,111,78,132,69,152,108,151
001006.jpg,1,0,1,0,0,1,0,0,1,0,69,113,109,111,85,135,66,151,109,151
001007.jpg,0,0,1,0,1,0,0,0,1,0,67,113,111,112,90,142,64,150,111,149
001012.jpg,0,0,0,0,1,0,1,0,0,1,69,111,107,111,77,137,73,152,105,153
001016.jpg,1,0,1,0,0,0,0,0,0,0,70,109,105,112,108,131,73,152,107,155
001028.jpg,0,1,0,0,1,1,0,0,0,0,69,112,108,110,83,135,71,152,104,152
001058.jpg,0,0,1,1,0,1,1,0,0,0,69,111,108,112,92,131,69,152,108,152
001061.jpg,0,0,1,1,1,1,1,0,0,1,68,113,109,111,99,135,63,152,112,149
001064.jpg,0,0,0,0,1,0,0,0,1,0,69,111,108,111,89,134,74,153,103,151
001067.jpg,0,0,1,0,0,0,1,0,0,1,70,111,107,111,77,139,71,152,106,153
001070.jpg,0,0,0,0,0,0,1,0,1,1,71,111,106,110,84,133,72,154,104,154
001071.jpg,0,0,1,0,0,0,0,0,0,1,69,111,108,112,91,131,75,152,103,151
001073.jpg,0,0,1,0,0,0,0,0,0,1,68,111,108,112,91,133,73,153,105,151
001089.jpg,0,0,1,0,0,1,1,0,0,0,67,111,109,112,87,131,68,151,110,150
001098.jpg,0,0,1,0,1,0,0,0,0,0,70,110,107,111,74,138,72,151,105,154
001100.jpg,0,0,0,0,0,0,0,0,1,0,70,111,106,111,76,135,75,153,102,153
001101.jpg,0,1,0,0,0,0,0,0,0,0,72,111,105,109,86,130,75,154,100,155
001102.jpg,1,0,0,0,1,0,1,0,0,1,69,111,108,112,82,135,75,152,103,152
001103.jpg,0,0,1,1,0,1,1,0,0,0,68,111,109,112,81,139,70,151,108,151
001104.jpg,0,0,0,0,0,0,0,0,1,0,70,110,107,111,89,137,75,153,103,153
001106.jpg,0,0,0,0,1,0,0,0,0,1,70,111,107,110,101,139,71,155,105,150
001110.jpg,0,0,1,0,1,0,0,0,0,0,76,108,101,109,73,132,75,158,103,158
001112.jpg,1,0,0,0,1,0,0,1,0,0,69,112,108,111,93,135,72,154,104,150
001113.jpg,0,0,0,0,1,0,0,0,0,0,74,110,104,109,73,137,73,155,103,156
001114.jpg,0,0,1,0,1,0,1,0,0,1,66,112,110,113,80,138,68,147,110,152
001148.jpg,0,0,1,0,0,0,0,0,0,0,67,113,110,112,89,142,65,150,111,150
001159.jpg,0,0,0,1,0,0,0,0,0,1,70,110,107,111,93,130,76,152,102,153
001160.jpg,0,0,0,0,0,1,0,0,1,0,70,111,107,111,86,136,73,153,103,153
001165.jpg,0,0,1,0,0,1,0,0,0,0,70,111,107,111,85,138,74,152,103,153
001167.jpg,1,0,1,1,1,0,1,0,1,0,67,112,110,112,91,138,68,151,109,150
001171.jpg,0,0,0,0,0,0,0,0,0,1,71,109,105,111,102,128,76,153,103,155
001173.jpg,0,0,0,0,1,1,0,0,0,1,69,111,108,111,87,132,72,152,105,152
001174.jpg,0,0,1,1,1,0,0,0,0,1,68,113,110,111,93,145,65,151,110,150
001177.jpg,0,0,0,0,0,1,1,0,1,1,69,111,108,111,88,133,70,152,107,152
001188.jpg,0,0,1,0,1,0,0,0,0,0,70,110,106,111,72,138,75,152,103,154
001189.jpg,0,0,0,1,0,0,1,0,0,0,70,111,107,111,89,133,72,152,105,153
001201.jpg,0,0,0,0,0,0,0,0,1,0,70,111,107,111,90,136,74,153,103,152
001206.jpg,1,0,0,0,0,1,0,0,0,0,69,111,108,112,92,128,69,151,108,153
001207.jpg,1,0,1,0,0,1,1,0,1,0,69,112,108,111,88,132,70,151,107,152
001212.jpg,0,0,1,1,0,1,0,0,1,0,67,111,109,113,80,141,65,148,114,152
001214.jpg,0,0,1,0,1,0,1,0,1,0,68,111,108,113,85,139,71,152,107,150
001229.jpg,0,0,1,0,0,1,1,0,0,0,68,112,110,112,88,143,64,151,113,150
001248.jpg,0,0,1,0,0,0,1,0,0,0,70,113,109,110,103,140,68,154,106,150
001265.jpg,0,0,0,0,1,0,0,0,0,0,69,111,108,111,87,131,72,152,105,153
001266.jpg,0,0,1,0,0,0,1,0,0,0,69,112,108,110,95,133,69,153,106,151
001277.jpg,0,0,0,0,1,0,0,0,0,1,70,111,107,111,83,136,71,152,106,152
001288.jpg,0,0,1,0,0,0,0,0,0,0,69,111,108,112,90,135,67,152,111,152
001289.jpg,0,0,0,0,0,0,1,0,1,1,69,112,108,111,86,132,73,152,103,151
001299.jpg,1,0,0,0,0,0,0,0,0,0,70,111,108,111,95,138,73,152,104,153
001301.jpg,1,0,1,0,1,1,1,0,0,1,70,112,108,110,87,133,65,152,111,152
001304.jpg,0,0,1,0,0,0,0,0,1,1,69,111,108,112,89,136,70,151,108,152
001307.jpg,0,0,0,0,1,0,0,0,0,0,71,109,105,111,74,136,79,153,101,155
001310.jpg,0,0,1,0,1,0,0,0,1,0,69,111,108,112,86,140,71,151,106,152
001315.jpg,0,0,1,1,0,0,0,0,0,0,67,111,109,113,90,141,65,150,113,150
001329.jpg,0,0,1,0,0,0,0,0,0,0,72,109,105,111,73,137,75,154,103,155
001338.jpg,0,0,0,0,1,0,0,0,0,0,72,111,106,109,91,142,73,155,101,154
001348.jpg,0,0,1,1,1,0,0,0,0,1,68,112,109,112,86,140,72,151,105,152
001361.jpg,0,0,1,0,1,0,0,0,0,1,68,111,108,112,85,137,67,150,110,152
001366.jpg,0,0,1,0,0,0,0,0,0,1,69,110,107,112,93,130,74,153,104,153
001372.jpg,0,0,0,0,1,1,1,0,0,0,70,109,106,112,79,135,73,152,106,154
001399.jpg,0,0,1,0,0,1,0,0,0,0,69,112,109,111,83,126,67,149,109,153
001400.jpg,0,1,0,0,0,1,0,1,0,0,72,109,105,110,93,132,75,154,103,155
001404.jpg,0,0,0,0,0,0,1,0,0,1,70,112,108,111,87,137,73,153,103,151
001407.jpg,0,0,1,0,0,0,1,1,0,1,69,111,108,111,98,137,71,153,106,151
001429.jpg,0,0,0,0,1,0,0,0,1,1,69,110,107,112,85,135,72,152,107,152
001438.jpg,0,0,0,0,1,0,0,0,0,1,70,111,107,111,81,133,73,153,104,152
001459.jpg,0,0,0,0,1,0,1,0,0,0,67,112,110,112,92,121,76,150,102,150
001461.jpg,0,0,1,0,0,0,0,0,0,0,69,111,108,111,89,139,69,152,108,152
001462.jpg,0,0,1,1,1,0,0,0,1,0,68,112,109,112,85,140,65,151,112,150
001465.jpg,0,0,1,0,1,0,0,0,0,1,67,111,109,113,79,136,69,150,109,152
001467.jpg,0,0,0,0,1,0,0,0,0,0,68,111,108,112,83,139,72,149,105,153
001470.jpg,0,1,1,0,0,0,0,0,1,0,69,112,108,111,88,137,66,152,110,152
001471.jpg,0,1,0,0,0,1,1,0,0,0,68,112,109,111,89,125,70,151,106,151
001473.jpg,0,0,0,0,0,0,1,0,0,1,70,110,107,112,90,131,76,152,102,153
001475.jpg,0,0,1,1,0,0,0,0,1,1,67,112,110,113,91,137,68,151,110,149
001476.jpg,0,0,1,0,0,0,0,0,1,0,68,112,109,111,90,141,68,151,108,152
001489.jpg,0,0,0,0,1,0,0,0,1,0,70,111,107,111,92,135,73,151,104,154
